"System","Dataset","Package","File","Number of anys","Number of any[]","Number of Function","Total annotations"
LambdaNet,top1k-typed-nodeps,arr-union,benchmark/code/array-union.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,arr-union,benchmark/code/concat-apply.ts,0,0,2,3
LambdaNet,top1k-typed-nodeps,arr-union,benchmark/code/current.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,arr-union,benchmark/code/for-concat.ts,0,0,1,4
LambdaNet,top1k-typed-nodeps,arr-union,benchmark/code/for-each.ts,0,3,1,6
LambdaNet,top1k-typed-nodeps,arr-union,benchmark/code/for-in.ts,0,4,0,7
LambdaNet,top1k-typed-nodeps,arr-union,benchmark/code/for.ts,0,1,1,5
LambdaNet,top1k-typed-nodeps,arr-union,benchmark/code/reduce.ts,0,3,1,6
LambdaNet,top1k-typed-nodeps,arr-union,benchmark/code/while-concat-push.ts,0,3,0,5
LambdaNet,top1k-typed-nodeps,arr-union,benchmark/code/while-concat.ts,0,1,1,4
LambdaNet,top1k-typed-nodeps,arr-union,benchmark/code/while-continue-for.ts,0,3,0,6
LambdaNet,top1k-typed-nodeps,arr-union,benchmark/code/while-for-unique.ts,0,2,1,6
LambdaNet,top1k-typed-nodeps,arr-union,benchmark/code/while-for.ts,0,3,0,6
LambdaNet,top1k-typed-nodeps,arr-union,benchmark/code/while-push-apply.ts,0,1,1,5
LambdaNet,top1k-typed-nodeps,arr-union,benchmark/code/while-seen.ts,0,3,0,6
LambdaNet,top1k-typed-nodeps,arr-union,benchmark/code/while-while-unique.ts,0,2,1,7
LambdaNet,top1k-typed-nodeps,arr-union,benchmark/code/while-while.ts,0,5,0,10
LambdaNet,top1k-typed-nodeps,arr-union,benchmark/fixtures/five-arrays.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,arr-union,benchmark/fixtures/ten-arrays.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,arr-union,benchmark/fixtures/two-arrays.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,arr-union,benchmark/index.ts,0,1,0,2
LambdaNet,top1k-typed-nodeps,arr-union,index.ts,0,3,0,6
LambdaNet,top1k-typed-nodeps,array-union,index.ts,0,0,1,1
LambdaNet,top1k-typed-nodeps,array-uniq,index.ts,0,1,0,2
LambdaNet,top1k-typed-nodeps,array-unique,benchmark/code/filter.ts,0,2,0,3
LambdaNet,top1k-typed-nodeps,array-unique,benchmark/code/for-in.ts,0,2,0,5
LambdaNet,top1k-typed-nodeps,array-unique,benchmark/code/linear-search-01.ts,0,2,0,3
LambdaNet,top1k-typed-nodeps,array-unique,benchmark/code/set-immutable.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,array-unique,benchmark/code/set.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,array-unique,benchmark/code/while-hash.ts,0,2,0,4
LambdaNet,top1k-typed-nodeps,array-unique,benchmark/code/while.ts,0,2,0,4
LambdaNet,top1k-typed-nodeps,array-unique,benchmark/fixtures/long.ts,0,0,1,1
LambdaNet,top1k-typed-nodeps,array-unique,benchmark/fixtures/med.ts,0,0,1,1
LambdaNet,top1k-typed-nodeps,array-unique,benchmark/fixtures/short.ts,0,0,1,1
LambdaNet,top1k-typed-nodeps,array-unique,benchmark/index.ts,0,1,0,2
LambdaNet,top1k-typed-nodeps,array-unique,benchmark/randomize.ts,0,2,0,4
LambdaNet,top1k-typed-nodeps,array-unique,index.ts,0,3,0,9
LambdaNet,top1k-typed-nodeps,arrify,index.ts,0,1,0,2
LambdaNet,top1k-typed-nodeps,assert-plus,assert.ts,0,4,1,58
LambdaNet,top1k-typed-nodeps,astral-regex,index.ts,0,0,1,3
LambdaNet,top1k-typed-nodeps,atob,bin/atob.ts,0,0,1,2
LambdaNet,top1k-typed-nodeps,atob,browser-atob.ts,0,1,3,10
LambdaNet,top1k-typed-nodeps,atob,node-atob.ts,0,0,0,2
LambdaNet,top1k-typed-nodeps,aws4,aws4.ts,0,4,2,74
LambdaNet,top1k-typed-nodeps,aws4,browser/index.ts,0,1,0,3
LambdaNet,top1k-typed-nodeps,aws4,example.ts,0,0,0,6
LambdaNet,top1k-typed-nodeps,aws4,lru.ts,0,3,0,17
LambdaNet,top1k-typed-nodeps,balanced-match,example.ts,0,0,1,1
LambdaNet,top1k-typed-nodeps,balanced-match,index.ts,0,6,0,21
LambdaNet,top1k-typed-nodeps,base64-js,base64js.min.ts,0,4,4,48
LambdaNet,top1k-typed-nodeps,base64-js,bench/basic.ts,0,0,1,9
LambdaNet,top1k-typed-nodeps,base64-js,bench/bench.ts,0,1,1,11
LambdaNet,top1k-typed-nodeps,base64-js,index.ts,0,4,0,43
LambdaNet,top1k-typed-nodeps,boolbase,index.ts,0,0,0,2
LambdaNet,top1k-typed-nodeps,brorand,index.ts,0,2,0,19
LambdaNet,top1k-typed-nodeps,buffer-crc32,index.ts,0,2,0,16
LambdaNet,top1k-typed-nodeps,buffer-from,index.ts,0,3,1,16
LambdaNet,top1k-typed-nodeps,bytes,index.ts,0,1,1,25
LambdaNet,top1k-typed-nodeps,cacheable-lookup,benchmark.ts,0,11,0,20
LambdaNet,top1k-typed-nodeps,cacheable-lookup,source/index.ts,0,8,6,45
LambdaNet,top1k-typed-nodeps,callsites,index.ts,0,2,1,5
LambdaNet,top1k-typed-nodeps,camelcase,index.ts,0,4,10,38
LambdaNet,top1k-typed-nodeps,ci-info,index.ts,0,2,0,11
LambdaNet,top1k-typed-nodeps,cjs-module-lexer,build.ts,0,0,0,8
LambdaNet,top1k-typed-nodeps,cjs-module-lexer,lexer.ts,0,3,2,160
LambdaNet,top1k-typed-nodeps,cjs-module-lexer,src/lexer.ts,0,0,1,33
LambdaNet,top1k-typed-nodeps,cli-boxes,index.ts,0,0,0,1
LambdaNet,top1k-typed-nodeps,clone,clone.ts,0,9,4,54
LambdaNet,top1k-typed-nodeps,co,index.ts,0,7,7,49
LambdaNet,top1k-typed-nodeps,collect-v8-coverage,index.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,color-support,bin.ts,0,1,0,1
LambdaNet,top1k-typed-nodeps,color-support,browser.ts,0,0,0,3
LambdaNet,top1k-typed-nodeps,color-support,index.ts,0,0,0,17
LambdaNet,top1k-typed-nodeps,colorette,bench/index.ts,0,0,1,2
LambdaNet,top1k-typed-nodeps,colorette,index.ts,0,3,5,33
LambdaNet,top1k-typed-nodeps,colors,examples/normal-usage.ts,0,1,0,1
LambdaNet,top1k-typed-nodeps,colors,examples/safe-string.ts,0,0,0,1
LambdaNet,top1k-typed-nodeps,colors,lib/colors.ts,0,3,6,46
LambdaNet,top1k-typed-nodeps,colors,lib/custom/american.ts,0,0,0,2
LambdaNet,top1k-typed-nodeps,colors,lib/custom/trap.ts,0,2,0,8
LambdaNet,top1k-typed-nodeps,colors,lib/custom/zalgo.ts,0,2,1,20
LambdaNet,top1k-typed-nodeps,colors,lib/extendStringPrototype.ts,0,2,2,15
LambdaNet,top1k-typed-nodeps,colors,lib/index.ts,0,0,1,2
LambdaNet,top1k-typed-nodeps,colors,lib/maps/america.ts,0,0,1,4
LambdaNet,top1k-typed-nodeps,colors,lib/maps/rainbow.ts,0,1,1,5
LambdaNet,top1k-typed-nodeps,colors,lib/maps/random.ts,0,1,1,5
LambdaNet,top1k-typed-nodeps,colors,lib/maps/zebra.ts,0,0,1,4
LambdaNet,top1k-typed-nodeps,colors,lib/styles.ts,0,0,0,5
LambdaNet,top1k-typed-nodeps,colors,lib/system/has-flag.ts,0,0,0,5
LambdaNet,top1k-typed-nodeps,colors,lib/system/supports-colors.ts,0,0,0,15
LambdaNet,top1k-typed-nodeps,colors,safe.ts,0,0,0,1
LambdaNet,top1k-typed-nodeps,colors,themes/generic-logging.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,content-type,index.ts,0,1,0,30
LambdaNet,top1k-typed-nodeps,cookie,benchmark/index.ts,0,1,1,10
LambdaNet,top1k-typed-nodeps,cookie,benchmark/parse-top.ts,0,2,0,13
LambdaNet,top1k-typed-nodeps,cookie,benchmark/parse.ts,0,2,0,11
LambdaNet,top1k-typed-nodeps,cookie,index.ts,0,0,3,34
LambdaNet,top1k-typed-nodeps,cookie,scripts/update-benchmark.ts,0,4,3,35
LambdaNet,top1k-typed-nodeps,cookie,scripts/version-history.ts,0,1,0,18
LambdaNet,top1k-typed-nodeps,cookie-signature,index.ts,0,2,0,9
LambdaNet,top1k-typed-nodeps,create-require,create-require.ts,0,3,0,11
LambdaNet,top1k-typed-nodeps,create-require,jest.config.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,cssesc,Gruntfile.ts,0,0,0,1
LambdaNet,top1k-typed-nodeps,cssesc,coverage/prettify.ts,0,34,9,233
LambdaNet,top1k-typed-nodeps,cssesc,cssesc.ts,0,2,2,28
LambdaNet,top1k-typed-nodeps,cssesc,src/cssesc.ts,0,2,3,26
LambdaNet,top1k-typed-nodeps,cssesc,src/data.ts,0,1,1,3
LambdaNet,top1k-typed-nodeps,decamelize,index.ts,0,0,1,9
LambdaNet,top1k-typed-nodeps,decimal.js,decimal.ts,0,55,14,664
LambdaNet,top1k-typed-nodeps,decode-uri-component,index.ts,0,5,0,17
LambdaNet,top1k-typed-nodeps,deepmerge,index.ts,0,10,4,45
LambdaNet,top1k-typed-nodeps,deepmerge,rollup.config.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,define-lazy-prop,index.ts,0,0,1,6
LambdaNet,top1k-typed-nodeps,delegates,index.ts,0,4,0,26
LambdaNet,top1k-typed-nodeps,depd,benchmark/index.ts,0,1,1,10
LambdaNet,top1k-typed-nodeps,depd,benchmark/wrapfunction.ts,0,2,0,6
LambdaNet,top1k-typed-nodeps,depd,benchmark/wrapproperty.ts,0,2,0,6
LambdaNet,top1k-typed-nodeps,depd,index.ts,0,15,5,117
LambdaNet,top1k-typed-nodeps,depd,lib/browser/index.ts,0,0,0,12
LambdaNet,top1k-typed-nodeps,destroy,index.ts,0,0,1,25
LambdaNet,top1k-typed-nodeps,detect-newline,index.ts,0,1,0,8
LambdaNet,top1k-typed-nodeps,diff,Gruntfile.ts,0,0,0,6
LambdaNet,top1k-typed-nodeps,diff,examples/node_example.ts,0,1,0,6
LambdaNet,top1k-typed-nodeps,diff,karma.conf.ts,0,0,0,2
LambdaNet,top1k-typed-nodeps,diff,rollup.config.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,diff,runtime.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,diff,src/convert/dmp.ts,0,2,0,5
LambdaNet,top1k-typed-nodeps,diff,src/convert/xml.ts,0,3,0,7
LambdaNet,top1k-typed-nodeps,diff,src/diff/array.ts,0,1,1,7
LambdaNet,top1k-typed-nodeps,diff,src/diff/base.ts,0,7,0,20
LambdaNet,top1k-typed-nodeps,diff,src/diff/character.ts,0,1,0,5
LambdaNet,top1k-typed-nodeps,diff,src/diff/css.ts,0,1,0,6
LambdaNet,top1k-typed-nodeps,diff,src/diff/json.ts,0,3,4,19
LambdaNet,top1k-typed-nodeps,diff,src/diff/line.ts,0,4,1,14
LambdaNet,top1k-typed-nodeps,diff,src/diff/sentence.ts,0,0,1,6
LambdaNet,top1k-typed-nodeps,diff,src/diff/word.ts,0,2,0,15
LambdaNet,top1k-typed-nodeps,diff,src/index.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,diff,src/patch/apply.ts,0,5,6,47
LambdaNet,top1k-typed-nodeps,diff,src/patch/create.ts,0,7,0,46
LambdaNet,top1k-typed-nodeps,diff,src/patch/merge.ts,0,15,3,96
LambdaNet,top1k-typed-nodeps,diff,src/patch/parse.ts,0,3,0,26
LambdaNet,top1k-typed-nodeps,diff,src/util/array.ts,0,4,0,6
LambdaNet,top1k-typed-nodeps,diff,src/util/distance-iterator.ts,0,0,0,8
LambdaNet,top1k-typed-nodeps,diff,src/util/params.ts,0,0,0,3
LambdaNet,top1k-typed-nodeps,diff,tasks/version.ts,0,0,1,5
LambdaNet,top1k-typed-nodeps,dotenv,config.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,dotenv,lib/cli-options.ts,0,2,0,6
LambdaNet,top1k-typed-nodeps,dotenv,lib/env-options.ts,0,0,0,1
LambdaNet,top1k-typed-nodeps,dotenv,lib/main.ts,0,1,0,25
LambdaNet,top1k-typed-nodeps,duplexer3,example.ts,0,1,1,7
LambdaNet,top1k-typed-nodeps,duplexer3,index.ts,0,0,1,15
LambdaNet,top1k-typed-nodeps,ee-first,index.ts,0,7,4,21
LambdaNet,top1k-typed-nodeps,emittery,examples/clock.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,emittery,examples/emit.ts,0,0,0,1
LambdaNet,top1k-typed-nodeps,emittery,examples/emitonce.ts,0,0,0,1
LambdaNet,top1k-typed-nodeps,emittery,examples/eventdata.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,emittery,index.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,emittery,maps.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,emoji-regex,index.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,emoji-regex,script/build.ts,0,0,0,4
LambdaNet,top1k-typed-nodeps,emoji-regex,src/index.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,encodeurl,index.ts,0,0,0,5
LambdaNet,top1k-typed-nodeps,escape-html,benchmark/index.ts,0,1,0,6
LambdaNet,top1k-typed-nodeps,escape-html,index.ts,0,1,0,9
LambdaNet,top1k-typed-nodeps,escape-string-regexp,index.ts,0,0,0,2
LambdaNet,top1k-typed-nodeps,eslint-visitor-keys,lib/index.ts,0,2,0,9
LambdaNet,top1k-typed-nodeps,eslint-visitor-keys,lib/visitor-keys.ts,0,1,0,2
LambdaNet,top1k-typed-nodeps,eslint-visitor-keys,rollup.config.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,eslint-visitor-keys,tools/backward-compatible-keys.ts,0,0,0,1
LambdaNet,top1k-typed-nodeps,eslint-visitor-keys,tools/build-keys-from-ts.ts,0,0,0,1
LambdaNet,top1k-typed-nodeps,eslint-visitor-keys,tools/get-keys-from-ts.ts,0,10,3,44
LambdaNet,top1k-typed-nodeps,estraverse,estraverse.ts,0,18,11,129
LambdaNet,top1k-typed-nodeps,estraverse,gulpfile.ts,0,5,3,10
LambdaNet,top1k-typed-nodeps,esutils,lib/ast.ts,0,1,0,13
LambdaNet,top1k-typed-nodeps,esutils,lib/code.ts,0,1,0,28
LambdaNet,top1k-typed-nodeps,esutils,lib/keyword.ts,0,0,2,38
LambdaNet,top1k-typed-nodeps,esutils,lib/utils.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,esutils,tools/generate-identifier-regex.ts,0,0,2,24
LambdaNet,top1k-typed-nodeps,etag,benchmark/body0-100b.ts,0,4,1,14
LambdaNet,top1k-typed-nodeps,etag,benchmark/body1-1kb.ts,0,4,1,14
LambdaNet,top1k-typed-nodeps,etag,benchmark/body2-5kb.ts,0,4,1,14
LambdaNet,top1k-typed-nodeps,etag,benchmark/body3-10kb.ts,0,4,1,14
LambdaNet,top1k-typed-nodeps,etag,benchmark/body4-100kb.ts,0,4,1,14
LambdaNet,top1k-typed-nodeps,etag,benchmark/index.ts,0,1,1,10
LambdaNet,top1k-typed-nodeps,etag,benchmark/stats.ts,0,2,0,11
LambdaNet,top1k-typed-nodeps,etag,index.ts,0,0,2,19
LambdaNet,top1k-typed-nodeps,eventemitter3,benchmarks/run/add-remove.ts,0,4,2,21
LambdaNet,top1k-typed-nodeps,eventemitter3,benchmarks/run/context.ts,0,4,2,22
LambdaNet,top1k-typed-nodeps,eventemitter3,benchmarks/run/emit-multiple-listeners.ts,0,4,2,21
LambdaNet,top1k-typed-nodeps,eventemitter3,benchmarks/run/emit.ts,0,4,2,21
LambdaNet,top1k-typed-nodeps,eventemitter3,benchmarks/run/hundreds.ts,0,4,2,23
LambdaNet,top1k-typed-nodeps,eventemitter3,benchmarks/run/init.ts,0,4,2,13
LambdaNet,top1k-typed-nodeps,eventemitter3,benchmarks/run/listeners.ts,0,4,0,14
LambdaNet,top1k-typed-nodeps,eventemitter3,benchmarks/run/once.ts,0,4,2,21
LambdaNet,top1k-typed-nodeps,eventemitter3,benchmarks/run/remove-emit.ts,0,3,2,21
LambdaNet,top1k-typed-nodeps,eventemitter3,benchmarks/template.ts,0,1,0,4
LambdaNet,top1k-typed-nodeps,eventemitter3,index.ts,0,5,3,63
LambdaNet,top1k-typed-nodeps,events,events.ts,0,18,7,125
LambdaNet,top1k-typed-nodeps,eventsource,example/eventsource-polyfill.ts,0,207,188,2118
LambdaNet,top1k-typed-nodeps,eventsource,example/sse-client.ts,0,0,0,3
LambdaNet,top1k-typed-nodeps,eventsource,example/sse-server.ts,0,2,2,9
LambdaNet,top1k-typed-nodeps,eventsource,lib/eventsource-polyfill.ts,0,0,0,1
LambdaNet,top1k-typed-nodeps,eventsource,lib/eventsource.ts,0,6,2,92
LambdaNet,top1k-typed-nodeps,exec-sh,example/example.ts,0,0,2,5
LambdaNet,top1k-typed-nodeps,exec-sh,lib/exec-sh.ts,0,0,6,22
LambdaNet,top1k-typed-nodeps,exit,Gruntfile.ts,0,0,0,1
LambdaNet,top1k-typed-nodeps,exit,lib/exit.ts,0,1,0,6
LambdaNet,top1k-typed-nodeps,extend,index.ts,0,4,9,32
LambdaNet,top1k-typed-nodeps,extsprintf,examples/simple.ts,0,0,0,1
LambdaNet,top1k-typed-nodeps,extsprintf,lib/extsprintf.ts,0,4,0,42
LambdaNet,top1k-typed-nodeps,fast-deep-equal,benchmark/index.ts,0,1,3,9
LambdaNet,top1k-typed-nodeps,fast-deep-equal,build.ts,0,1,1,3
LambdaNet,top1k-typed-nodeps,fast-json-stable-stringify,benchmark/index.ts,0,0,1,6
LambdaNet,top1k-typed-nodeps,fast-json-stable-stringify,example/key_cmp.ts,0,1,1,5
LambdaNet,top1k-typed-nodeps,fast-json-stable-stringify,example/nested.ts,0,0,1,2
LambdaNet,top1k-typed-nodeps,fast-json-stable-stringify,example/str.ts,0,0,1,2
LambdaNet,top1k-typed-nodeps,fast-json-stable-stringify,example/value_cmp.ts,0,1,1,5
LambdaNet,top1k-typed-nodeps,fast-json-stable-stringify,index.ts,0,2,2,19
LambdaNet,top1k-typed-nodeps,filter-obj,benchmark.ts,0,0,6,15
LambdaNet,top1k-typed-nodeps,filter-obj,index.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,flatted,cjs/index.ts,0,7,13,53
LambdaNet,top1k-typed-nodeps,flatted,es.ts,0,4,10,52
LambdaNet,top1k-typed-nodeps,flatted,esm/index.ts,0,7,13,53
LambdaNet,top1k-typed-nodeps,flatted,esm.ts,0,5,12,51
LambdaNet,top1k-typed-nodeps,flatted,index.ts,0,8,15,73
LambdaNet,top1k-typed-nodeps,flatted,min.ts,0,3,12,56
LambdaNet,top1k-typed-nodeps,flatted,rollup/babel.config.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,flatted,rollup/es.config.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,flatted,rollup/esm.config.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,follow-redirects,debug.ts,0,0,1,1
LambdaNet,top1k-typed-nodeps,follow-redirects,http.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,follow-redirects,https.ts,0,0,0,0
LambdaNet,top1k-typed-nodeps,follow-redirects,index.ts,0,9,11,116
LambdaNet,top1k-typed-nodeps,forwarded,benchmark/index.ts,0,1,0,8
LambdaNet,top1k-typed-nodeps,forwarded,index.ts,0,5,0,12
LambdaNet,top1k-typed-nodeps,forwarded,scripts/version-history.ts,0,1,0,18
LambdaNet,top1k-typed-nodeps,fraction.js,bigfraction.ts,0,12,1,121
LambdaNet,top1k-typed-nodeps,fraction.js,examples/angles.ts,0,1,1,4
LambdaNet,top1k-typed-nodeps,fraction.js,examples/approx.ts,0,0,0,8
LambdaNet,top1k-typed-nodeps,fraction.js,examples/egyptian.ts,0,2,0,6
LambdaNet,top1k-typed-nodeps,fraction.js,examples/hesse-convergence.ts,0,8,0,20
LambdaNet,top1k-typed-nodeps,fraction.js,examples/integrate.ts,0,3,0,13
LambdaNet,top1k-typed-nodeps,fraction.js,examples/rational-pow.ts,0,1,0,8
LambdaNet,top1k-typed-nodeps,fraction.js,examples/tape-measure.ts,0,0,0,2
LambdaNet,top1k-typed-nodeps,fraction.js,examples/toFraction.ts,0,0,0,3
LambdaNet,top1k-typed-nodeps,fraction.js,examples/valueOfPi.ts,0,2,0,15
LambdaNet,top1k-typed-nodeps,fraction.js,fraction.min.ts,0,4,0,83
LambdaNet,top1k-typed-nodeps,fraction.js,fraction.ts,0,12,1,110
LambdaNet,top1k-typed-nodeps,fresh,benchmark/etag.ts,0,2,0,8
LambdaNet,top1k-typed-nodeps,fresh,benchmark/index.ts,0,1,1,10
LambdaNet,top1k-typed-nodeps,fresh,benchmark/modified.ts,0,2,0,8
LambdaNet,top1k-typed-nodeps,fresh,index.ts,0,3,0,21
LambdaNet,top1k-typed-nodeps,fsevents,fsevents.ts,0,1,1,19
LambdaNet,top1k-typed-nodeps,function-bind,implementation.ts,0,2,5,15
LambdaNet,top1k-typed-nodeps,function-bind,index.ts,0,0,0,1
LambdaNet,top1k-typed-nodeps,functional-red-black-tree,rbtree.ts,0,37,19,158
LambdaNet,top1k-typed-nodeps,gensync,index.ts,0,12,7,77
LambdaNet,top1k-typed-nodeps,get-stdin,index.ts,0,1,1,5
LambdaNet,top1k-typed-nodeps,get-stream,buffer-stream.ts,0,3,0,7
